strain	accession	continent	country
A/Sydney/37/2014	EPI_ISL_288212	Oceania	Australia
A/Sydney/4/2015	EPI_ISL_288155	Oceania	Australia
A/Sydney/529/2014	EPI_ISL_288147	Oceania	Australia
A/Sydney/530/2014	EPI_ISL_288133	Oceania	Australia
A/Sydney/54/2015	EPI_ISL_287970	Oceania	Australia
A/SYDNEY/71/2014	EPI_ISL_165658	Oceania	Australia
A/Sydney/8/2014	EPI_ISL_288234	Oceania	Australia
A/Sydney/9/2016	EPI_ISL_287816	Oceania	Australia
A/Tasmania/1001/2016	EPI_ISL_289120	Oceania	Australia
A/Tasmania/1015/2015	EPI_ISL_287936	Oceania	Australia
A/Tasmania/1021/2015	EPI_ISL_287926	Oceania	Australia
A/Tasmania/11/2014	EPI_ISL_165591	Oceania	Australia
A/Tasmania/141/2016	EPI_ISL_289028	Oceania	Australia
A/Tasmania/15/2014	EPI_ISL_288217	Oceania	Australia
A/Tasmania/213/2016	EPI_ISL_288825	Oceania	Australia
A/Tasmania/37/2014	EPI_ISL_288189	Oceania	Australia
A/Tasmania/7/2015	EPI_ISL_288049	Oceania	Australia
A/Tasmania/92/2016	EPI_ISL_288861	Oceania	Australia
A/Townsville/1001/2015	EPI_ISL_288134	Oceania	Australia
A/Townsville/32/2015	EPI_ISL_287825	Oceania	Australia
A/Townsville/37/2015	EPI_ISL_287812	Oceania	Australia
A/Townsville/51/2016	EPI_ISL_288830	Oceania	Australia
A/Victoria/1000/2015	EPI_ISL_219035	Oceania	Australia
A/Victoria/1006/2015	EPI_ISL_287861	Oceania	Australia
A/Victoria/1012/2014	EPI_ISL_288176	Oceania	Australia
A/Victoria/109/2016	EPI_ISL_288863	Oceania	Australia
A/Victoria/115/2014	EPI_ISL_288158	Oceania	Australia
A/Victoria/123/2016	EPI_ISL_288864	Oceania	Australia
A/Victoria/16/2015	EPI_ISL_287992	Oceania	Australia
A/Victoria/19/2015	EPI_ISL_287943	Oceania	Australia
A/Victoria/2074/2016	EPI_ISL_289072	Oceania	Australia
A/Victoria/2079/2016	EPI_ISL_289053	Oceania	Australia
A/Victoria/21/2015	EPI_ISL_287944	Oceania	Australia
A/Victoria/2102/2016	EPI_ISL_289064	Oceania	Australia
A/Victoria/2111/2016	EPI_ISL_289071	Oceania	Australia
A/Victoria/2502/2015	EPI_ISL_287991	Oceania	Australia
A/Victoria/27/2014	EPI_ISL_288206	Oceania	Australia
A/Victoria/3009/2015	EPI_ISL_287864	Oceania	Australia
A/Victoria/3015/2015	EPI_ISL_287883	Oceania	Australia
A/Victoria/3070/2015	EPI_ISL_287929	Oceania	Australia
A/Victoria/3079/2015	EPI_ISL_287894	Oceania	Australia
A/Victoria/3085/2015	EPI_ISL_287867	Oceania	Australia
A/Victoria/503/2014	EPI_ISL_288226	Oceania	Australia
A/Victoria/503/2015	EPI_ISL_194165	Oceania	Australia
A/Victoria/5054/2014	EPI_ISL_288181	Oceania	Australia
A/VICTORIA/5060/2014	EPI_ISL_168962	Oceania	Australia
A/Victoria/5065/2014	EPI_ISL_288168	Oceania	Australia
A/Victoria/5075/2014	EPI_ISL_288173	Oceania	Australia
A/Victoria/508/2016	EPI_ISL_289107	Oceania	Australia
A/Victoria/51/2015	EPI_ISL_287835	Oceania	Australia
A/Victoria/519/2015	EPI_ISL_288022	Oceania	Australia
A/Victoria/523/2015	EPI_ISL_288024	Oceania	Australia
A/Victoria/527/2015	EPI_ISL_288025	Oceania	Australia
A/Victoria/528/2014	EPI_ISL_288194	Oceania	Australia
A/Victoria/53/2015	EPI_ISL_287817	Oceania	Australia
A/Victoria/542/2016	EPI_ISL_289100	Oceania	Australia
A/Victoria/546/2016	EPI_ISL_289095	Oceania	Australia
A/Victoria/55/2015	EPI_ISL_287847	Oceania	Australia
A/Victoria/576/2016	EPI_ISL_289076	Oceania	Australia
A/Victoria/589/2016	EPI_ISL_289069	Oceania	Australia
A/Victoria/600/2016	EPI_ISL_289060	Oceania	Australia
A/Victoria/63/2015	EPI_ISL_287849	Oceania	Australia
A/Victoria/63/2016	EPI_ISL_289061	Oceania	Australia
A/Victoria/64/2015	EPI_ISL_287848	Oceania	Australia
A/Victoria/660/2016	EPI_ISL_288837	Oceania	Australia
A/Victoria/664/2015	EPI_ISL_209046	Oceania	Australia
A/Victoria/668/2016	EPI_ISL_288845	Oceania	Australia
A/Victoria/670/2016	EPI_ISL_288838	Oceania	Australia
A/Victoria/673/2014	EPI_ISL_288171	Oceania	Australia
A/Victoria/806/2014	EPI_ISL_288224	Oceania	Australia
A/Victoria/820/2015	EPI_ISL_287982	Oceania	Australia
A/Victoria/837/2015	EPI_ISL_287968	Oceania	Australia
A/Victoria/853/2015	EPI_ISL_287973	Oceania	Australia
A/Victoria/909/2016	EPI_ISL_289077	Oceania	Australia
A/WELLINGTON/81/2014	EPI_ISL_168963	Oceania	New Zealand
A/Acre/133946-IEC/2015	EPI_ISL_200698	South America 	 Brazil
A/Acre/134806-IEC/2015	EPI_ISL_201222	South America 	 Brazil
A/Acre/135094-IEC/2015	EPI_ISL_201223	South America 	 Brazil
A/Acre/135356-IEC/2015	EPI_ISL_201225	South America 	 Brazil
A/Alegrete/LACENRS-1624/2014	EPI_ISL_263261	South America 	 Brazil
A/Argentina/103/2015	EPI_ISL_205197	South America 	 Argentina
A/Argentina/104/2015	EPI_ISL_205199	South America 	 Argentina
A/Argentina/11071/2014	EPI_ISL_167908	South America 	 Argentina
A/Argentina/11093/2014	EPI_ISL_167909	South America 	 Argentina
A/Argentina/11126/2014	EPI_ISL_167910	South America 	 Argentina
A/Argentina/112/2015	EPI_ISL_200730	South America 	 Argentina
A/Argentina/113/2015	EPI_ISL_200731	South America 	 Argentina
A/Argentina/114/2015	EPI_ISL_200732	South America 	 Argentina
A/Argentina/11573/2015	EPI_ISL_200742	South America 	 Argentina
A/Argentina/11592/2015	EPI_ISL_205201	South America 	 Argentina
A/Argentina/11594/2015	EPI_ISL_205203	South America 	 Argentina
A/Argentina/11596/2015	EPI_ISL_205205	South America 	 Argentina
A/Argentina/116/2015	EPI_ISL_202387	South America 	 Argentina
A/Argentina/116/2016	EPI_ISL_230315	South America 	 Argentina
A/Argentina/11611/2015	EPI_ISL_205207	South America 	 Argentina
A/Argentina/11628/2015	EPI_ISL_205209	South America 	 Argentina
A/Argentina/11639/2015	EPI_ISL_205210	South America 	 Argentina
A/Argentina/11640/2015	EPI_ISL_205213	South America 	 Argentina
A/Argentina/11652/2015	EPI_ISL_205215	South America 	 Argentina
A/Argentina/11656/2015	EPI_ISL_205217	South America 	 Argentina
A/Argentina/11659/2015	EPI_ISL_205219	South America 	 Argentina
A/Argentina/120/2015	EPI_ISL_200734	South America 	 Argentina
A/Argentina/121/2015	EPI_ISL_200735	South America 	 Argentina
A/Argentina/132/2015	EPI_ISL_200736	South America 	 Argentina
A/Argentina/133/2015	EPI_ISL_200737	South America 	 Argentina
A/Argentina/135/2015	EPI_ISL_195879	South America 	 Argentina
A/Argentina/149/2015	EPI_ISL_202434	South America 	 Argentina
A/Argentina/156/2015	EPI_ISL_202435	South America 	 Argentina
A/Argentina/157/2015	EPI_ISL_202437	South America 	 Argentina
A/Argentina/158/2015	EPI_ISL_202438	South America 	 Argentina
A/Argentina/163/2015	EPI_ISL_202829	South America 	 Argentina
A/Argentina/166/2015	EPI_ISL_195878	South America 	 Argentina
A/Argentina/169/2015	EPI_ISL_202831	South America 	 Argentina
A/Argentina/181/2015	EPI_ISL_202833	South America 	 Argentina
A/Argentina/183/2015	EPI_ISL_195866	South America 	 Argentina
A/Argentina/196/2015	EPI_ISL_195873	South America 	 Argentina
A/Argentina/218/2015	EPI_ISL_195875	South America 	 Argentina
A/Argentina/229/2015	EPI_ISL_195857	South America 	 Argentina
A/Argentina/23/2015	EPI_ISL_205191	South America 	 Argentina
A/Argentina/234/2015	EPI_ISL_195877	South America 	 Argentina
A/Argentina/235/2015	EPI_ISL_195860	South America 	 Argentina
A/Argentina/236/2015	EPI_ISL_195861	South America 	 Argentina
A/Argentina/24/2015	EPI_ISL_205193	South America 	 Argentina
A/Argentina/25/2015	EPI_ISL_205195	South America 	 Argentina
A/Argentina/250/2015	EPI_ISL_195864	South America 	 Argentina
A/Argentina/254/2015	EPI_ISL_195863	South America 	 Argentina
A/Argentina/255/2015	EPI_ISL_195867	South America 	 Argentina
A/Argentina/261/2015	EPI_ISL_195871	South America 	 Argentina
A/Argentina/943/2016	EPI_ISL_230314	South America 	 Argentina
A/Bage/LACENRS-1200/2014	EPI_ISL_263274	South America 	 Brazil
A/Bolivia/1770/2016	EPI_ISL_238657	South America 	Bolivia
A/Bolivia/2315/2016	EPI_ISL_239165	South America 	Bolivia
A/Bolivia/426/2015	EPI_ISL_205276	South America 	Bolivia
A/Bolivia/499/2015	EPI_ISL_205277	South America 	Bolivia
A/Bolivia/502/2015	EPI_ISL_205278	South America 	Bolivia
A/Bolivia/667/2014	EPI_ISL_167911	South America 	Bolivia
A/Bolivia/716/2014	EPI_ISL_167912	South America 	Bolivia
A/Bolivia/751/2014	EPI_ISL_167913	South America 	Bolivia
A/Brazil/0168/2015	EPI_ISL_201246	South America 	 Brazil
A/Brazil/0293/2016	EPI_ISL_232999	South America 	 Brazil
A/Brazil/0507/2015	EPI_ISL_206124	South America 	 Brazil
A/Brazil/0515/2015	EPI_ISL_206125	South America 	 Brazil
A/Brazil/0523/2015	EPI_ISL_206123	South America 	 Brazil
A/Brazil/0636/2015	EPI_ISL_206126	South America 	 Brazil
A/Brazil/0640/2015	EPI_ISL_206127	South America 	 Brazil
A/Brazil/0769/2014	EPI_ISL_168112	South America 	 Brazil
A/Brazil/0809/2016	EPI_ISL_244823	South America 	 Brazil
A/Brazil/114/2015	EPI_ISL_197556	South America 	 Brazil
A/Brazil/1790/2015	EPI_ISL_201247	South America 	 Brazil
A/Brazil/1804/2015	EPI_ISL_200673	South America 	 Brazil
A/Brazil/187/2015	EPI_ISL_193330	South America 	 Brazil
A/Brazil/2002/2015	EPI_ISL_202400	South America 	 Brazil
A/Brazil/2035/2014	EPI_ISL_168119	South America 	 Brazil
A/Brazil/2047/2015	EPI_ISL_201249	South America 	 Brazil
A/Brazil/2081/2015	EPI_ISL_201248	South America 	 Brazil
A/Brazil/23262/2015	EPI_ISL_212137	South America 	 Brazil
A/Brazil/237/2015	EPI_ISL_194174	South America 	 Brazil
A/Brazil/2837/2015	EPI_ISL_197256	South America 	 Brazil
A/Brazil/367/2014	EPI_ISL_168121	South America 	 Brazil
A/Brazil/3972/2014	EPI_ISL_168104	South America 	 Brazil
A/Brazil/4146/2014	EPI_ISL_168128	South America 	 Brazil
A/Brazil/4388/2015	EPI_ISL_201245	South America 	 Brazil
A/Brazil/4390/2015	EPI_ISL_202397	South America 	 Brazil
A/Brazil/440/2015	EPI_ISL_200674	South America 	 Brazil
A/Brazil/4996/2015	EPI_ISL_200677	South America 	 Brazil
A/Brazil/56/2015	EPI_ISL_195885	South America 	 Brazil
A/Brazil/6069/2014	EPI_ISL_168123	South America 	 Brazil
A/Brazil/623/2014	EPI_ISL_168120	South America 	 Brazil
A/Brazil/6261/2015	EPI_ISL_200678	South America 	 Brazil
A/Brazil/6359/2016	EPI_ISL_242690	South America 	 Brazil
A/Brazil/70/2015	EPI_ISL_194143	South America 	 Brazil
A/Brazil/71886/2015	EPI_ISL_212962	South America 	 Brazil
A/Brazil/7588/2015	EPI_ISL_201250	South America 	 Brazil
A/Brazil/78870/2015	EPI_ISL_219083	South America 	 Brazil
A/Brazil/8004/2015	EPI_ISL_194969	South America 	 Brazil
A/Brazil/8433/2015	EPI_ISL_200671	South America 	 Brazil
A/Brazil/8438/2015	EPI_ISL_193339	South America 	 Brazil
A/Brazil/8925/2015	EPI_ISL_200676	South America 	 Brazil
A/Brazil/9056/2015	EPI_ISL_193314	South America 	 Brazil
A/Brazil/9492/2015	EPI_ISL_193340	South America 	 Brazil
A/Brazil/9517/2015	EPI_ISL_193342	South America 	 Brazil
A/Brazil/96/2015	EPI_ISL_195902	South America 	 Brazil
A/Brazil/9850/2015	EPI_ISL_200672	South America 	 Brazil
A/Brazil/9879/2014	EPI_ISL_168114	South America 	 Brazil
A/Cambara do Sul/LACENRS-1939/2015	EPI_ISL_263253	South America 	 Brazil
A/Cambara do Sul/LACENRS-2049/2015	EPI_ISL_263169	South America 	 Brazil
A/Canoas/LACENRS-1283/2015	EPI_ISL_263142	South America 	 Brazil
A/Canoas/LACENRS-1317/2014	EPI_ISL_263145	South America 	 Brazil
A/Canoas/LACENRS-1660/2014	EPI_ISL_263140	South America 	 Brazil
A/Canoas/LACENRS-1793/2015	EPI_ISL_263250	South America 	 Brazil
A/Canoas/LACENRS-773/2015	EPI_ISL_263228	South America 	 Brazil
A/Colombia/1297/2016	EPI_ISL_242694	South America 	 Colombia
A/Colombia/1368/2016	EPI_ISL_242695	South America 	 Colombia
A/Colombia/1373/2016	EPI_ISL_242696	South America 	 Colombia
A/Colombia/1408/2016	EPI_ISL_242697	South America 	 Colombia
A/Colombia/235/2015	EPI_ISL_199509	South America 	 Colombia
A/Colombia/241/2015	EPI_ISL_199513	South America 	 Colombia
A/Colombia/2473/2015	EPI_ISL_179012	South America 	 Colombia
A/Colombia/4352/2015	EPI_ISL_179013	South America 	 Colombia
A/Colombia/4468/2015	EPI_ISL_179011	South America 	 Colombia
A/Colombia/5215/2015	EPI_ISL_199516	South America 	 Colombia
A/Colombia/5364/2015	EPI_ISL_199511	South America 	 Colombia
A/Colombia/5402/2015	EPI_ISL_199508	South America 	 Colombia
A/Colombia/5433/2015	EPI_ISL_201208	South America 	 Colombia
A/Colombia/5438/2015	EPI_ISL_199510	South America 	 Colombia
A/Colombia/5614/2015	EPI_ISL_195896	South America 	 Colombia
A/Colombia/5615/2015	EPI_ISL_195899	South America 	 Colombia
A/Colombia/6276/2015	EPI_ISL_212051	South America 	 Colombia
A/Colombia/6308/2015	EPI_ISL_212052	South America 	 Colombia
A/Colombia/6352/2015	EPI_ISL_220284	South America 	 Colombia
A/Colombia/6372/2015	EPI_ISL_214526	South America 	 Colombia
A/Colombia/6438/2015	EPI_ISL_212974	South America 	 Colombia
A/Colombia/6443/2015	EPI_ISL_212975	South America 	 Colombia
A/Colombia/6825/2015	EPI_ISL_212976	South America 	 Colombia
A/Colombia/6844/2015	EPI_ISL_212977	South America 	 Colombia
A/Colombia/6855/2015	EPI_ISL_214527	South America 	 Colombia
A/Colombia/6860/2015	EPI_ISL_215254	South America 	 Colombia
A/Colombia/7113/2015	EPI_ISL_212978	South America 	 Colombia
A/Colombia/7207/2015	EPI_ISL_212053	South America 	 Colombia
A/Colombia/7208/2015	EPI_ISL_212054	South America 	 Colombia
A/Colombia/9773/2016	EPI_ISL_234038	South America 	 Colombia
A/Concepcion/75466/2015	EPI_ISL_206116	South America 	 Chile
A/Cruz Alta/LACENRS-2045/2014	EPI_ISL_263268	South America 	 Brazil
A/Cruz Alta/LACENRS-2623/2014	EPI_ISL_263223	South America 	 Brazil
A/Ecuador/1372/2016	EPI_ISL_232553	South America 	 Ecuador
A/Ecuador/1374/2016	EPI_ISL_232542	South America 	 Ecuador
A/Ecuador/1668/2015	EPI_ISL_194962	South America 	 Ecuador
A/Ecuador/1670/2015	EPI_ISL_194961	South America 	 Ecuador
A/Ecuador/1673/2015	EPI_ISL_197496	South America 	 Ecuador
A/Ecuador/1695/2015	EPI_ISL_200682	South America 	 Ecuador
A/Ecuador/1845/2015	EPI_ISL_200684	South America 	 Ecuador
A/Ecuador/220/2016	EPI_ISL_232989	South America 	 Ecuador
A/Ecuador/2369/2015	EPI_ISL_195876	South America 	 Ecuador
A/Ecuador/2384/2015	EPI_ISL_194960	South America 	 Ecuador
A/Ecuador/2404/2015	EPI_ISL_200680	South America 	 Ecuador
A/Ecuador/2495/2016	EPI_ISL_232986	South America 	 Ecuador
A/Ecuador/2673/2016	EPI_ISL_232988	South America 	 Ecuador
A/Ecuador/572/2015	EPI_ISL_200681	South America 	 Ecuador
A/Ecuador/821/2015	EPI_ISL_200683	South America 	 Ecuador
A/Farroupilha/LACENRS-1297/2014	EPI_ISL_263222	South America 	 Brazil
A/French Guiana/5020/2015	EPI_ISL_205629	South America 	 French Guiana
A/French Guiana/6101/2015	EPI_ISL_201229	South America 	 French Guiana
A/French Guiana/8217/2015	EPI_ISL_201235	South America 	 French Guiana
A/French Guiana/9189/2015	EPI_ISL_201236	South America 	 French Guiana
A/Gorbea/75876/2015	EPI_ISL_207393	South America 	 Chile
A/Guyane/2773/2016	EPI_ISL_238145	South America 	 French Guiana
A/Guyane/2774/2016	EPI_ISL_236649	South America 	 French Guiana
A/Guyane/2776/2016	EPI_ISL_236651	South America 	 French Guiana
A/Guyane/2777/2016	EPI_ISL_238146	South America 	 French Guiana
A/Guyane/2780/2016	EPI_ISL_237267	South America 	 French Guiana 
A/Guyane/2782/2016	EPI_ISL_236652	South America 	 French Guiana
A/Guyane/501/2016	EPI_ISL_249963	South America 	 French Guiana
A/Guyane/590/2016	EPI_ISL_249969	South America 	 French Guiana
A/Guyane/601/2016	EPI_ISL_249970	South America 	 French Guiana
A/ilopolis/LACENRS-1322/2014	EPI_ISL_263298	South America 	 Brazil
A/Iquique/62331/2014	EPI_ISL_171353	South America 	 Chile
A/Linares/71226/2015	EPI_ISL_207402	South America 	 Chile
A/Para/134244-IEC/2015	EPI_ISL_200700	South America 	 Brazil
A/Para/134324-IEC/2015	EPI_ISL_200701	South America 	 Brazil
A/Para/134473-IEC/2015	EPI_ISL_200702	South America 	 Brazil
A/Para/134575-IEC/2015	EPI_ISL_200703	South America 	 Brazil
A/Para/134701-IEC/2015	EPI_ISL_200706	South America 	 Brazil
A/Paraguay/0049/2014	EPI_ISL_167947	South America 	 Paraguay
A/Paraguay/0094/2014	EPI_ISL_171388	South America 	 Paraguay
A/Paraguay/0095/2014	EPI_ISL_167948	South America 	 Paraguay
A/Paraguay/0097/2014	EPI_ISL_191036	South America 	 Paraguay
A/Paraguay/3144/2014	EPI_ISL_172529	South America 	 Paraguay
A/Paraguay/3371/2015	EPI_ISL_197275	South America 	 Paraguay
A/Paraguay/3585/2015	EPI_ISL_197273	South America 	 Paraguay
A/Paraguay/4413/2014	EPI_ISL_172771	South America 	 Paraguay
A/Paraguay/5554/2015	EPI_ISL_197277	South America 	 Paraguay
A/Paraguay/5821/2015	EPI_ISL_208607	South America 	 Paraguay
A/Paraguay/6248/2015	EPI_ISL_197274	South America 	 Paraguay
A/Paraguay/6991/2015	EPI_ISL_197276	South America 	 Paraguay
A/Paraiba/143404-IEC/2016	EPI_ISL_247962	South America 	 Brazil
A/Parana/87/2014	EPI_ISL_166797	South America 	 Brazil 
A/Passo Fundo/LACENRS-1854/2015	EPI_ISL_263376	South America 	 Brazil
A/Pelotas/LACENRS-1787/2015	EPI_ISL_263265	South America 	 Brazil
A/Pernambuco/135596-IEC/2015	EPI_ISL_203424	South America 	 Brazil
A/Pernambuco/135597-IEC/2015	EPI_ISL_203425	South America 	 Brazil
A/Pernambuco/136136-IEC/2015	EPI_ISL_203426	South America 	 Brazil
A/Peru/0216/2016	EPI_ISL_239673	South America 	 Peru
A/Peru/1216/2016	EPI_ISL_238650	South America 	 Peru
A/Peru/1416/2016	EPI_ISL_239674	South America 	 Peru
A/Peru/27/2015	EPI_ISL_192696	South America 	 Peru
A/Peru/2716/2016	EPI_ISL_238655	South America 	 Peru
A/Peru/28/2015	EPI_ISL_192703	South America 	 Peru
A/Peru/30/2015	EPI_ISL_192697	South America 	 Peru
A/Peru/3216/2016	EPI_ISL_238656	South America 	 Peru
A/Peru/34/2015	EPI_ISL_193334	South America 	 Peru
A/Peru/36/2015	EPI_ISL_193335	South America 	 Peru
A/Peru/37/2015	EPI_ISL_193336	South America 	 Peru
A/Peru/3916/2016	EPI_ISL_239675	South America 	 Peru
A/Peru/5116/2016	EPI_ISL_230357	South America 	 Peru
A/Peru/61016/2016	EPI_ISL_238654	South America 	 Peru
A/Peru/6116/2016	EPI_ISL_230356	South America 	 Peru
A/Peru/65116/2016	EPI_ISL_242716	South America 	 Peru
A/Peru/69/2015	EPI_ISL_203428	South America 	 Peru
A/Peru/6915/2015	EPI_ISL_202391	South America 	 Peru
A/Peru/71/2015	EPI_ISL_207389	South America 	 Peru
A/Peru/72/2015	EPI_ISL_207390	South America 	 Peru
A/Peru/81016/2016	EPI_ISL_239676	South America 	 Peru
A/Peru/8116/2016	EPI_ISL_238652	South America 	 Peru
A/Peru/8316/2016	EPI_ISL_240144	South America 	 Peru
A/Peru/9016/2016	EPI_ISL_230358	South America 	 Peru
A/Porto Alegre/LACENRS-1013/2016	EPI_ISL_263257	South America 	 Brazil
A/Porto Alegre/LACENRS-1030/2015	EPI_ISL_263269	South America 	 Brazil
A/Porto Alegre/LACENRS-1075/2015	EPI_ISL_263242	South America 	 Brazil
A/Porto Alegre/LACENRS-1112/2015	EPI_ISL_263230	South America 	 Brazil
A/Porto Alegre/LACENRS-1155/2015	EPI_ISL_263374	South America 	 Brazil
A/Porto Alegre/LACENRS-1351/2014	EPI_ISL_263251	South America 	 Brazil
A/Porto Alegre/LACENRS-1406/2014	EPI_ISL_263170	South America 	 Brazil
A/Porto Alegre/LACENRS-1447/2014	EPI_ISL_263125	South America 	 Brazil
A/Porto Alegre/LACENRS-1738/2015	EPI_ISL_263137	South America 	 Brazil
A/Porto Alegre/LACENRS-1887/2015	EPI_ISL_263161	South America 	 Brazil
A/Porto Alegre/LACENRS-1969/2015	EPI_ISL_263234	South America 	 Brazil
A/Porto Alegre/LACENRS-2021/2014	EPI_ISL_263124	South America 	 Brazil
A/Porto Alegre/LACENRS-2232/2014	EPI_ISL_263259	South America 	 Brazil
A/Porto Alegre/LACENRS-2376/2014	EPI_ISL_263247	South America 	 Brazil
A/Porto Alegre/LACENRS-820/2015	EPI_ISL_263174	South America 	 Brazil
A/Porto Alegre/LACENRS-846/2015	EPI_ISL_263203	South America 	 Brazil
A/Porto Alegre/LACENRS-921/2015	EPI_ISL_263302	South America 	 Brazil
A/Rio Grande Do Norte/134592-IEC/2015	EPI_ISL_200704	South America 	 Brazil
A/Rio Grande Do Norte/134696-IEC/2015	EPI_ISL_200705	South America 	 Brazil
A/Rio Grande Do Norte/135219-IEC/2015	EPI_ISL_201224	South America 	 Brazil
A/Rio Grande Do Norte/135497-IEC/2015	EPI_ISL_201226	South America 	 Brazil
A/Rio Grande do Sul/23/2014	EPI_ISL_166794	South America 	 Brazil 
A/Roraima/141969-IEC/2016	EPI_ISL_233003	South America 	 Brazil
A/Roraima/143199-IEC/2016	EPI_ISL_247961	South America 	 Brazil
A/Roraima/144096-IEC/2016	EPI_ISL_247963	South America 	 Brazil
A/Roraima/144238-IEC/2016	EPI_ISL_247964	South America 	 Brazil
A/Roraima/144714-IEC/2016	EPI_ISL_247965	South America 	 Brazil
A/Santa Cruz do Sul/LACENRS-1625/2014	EPI_ISL_263136	South America 	 Brazil
A/Santiago/33417/2015	EPI_ISL_193313	South America 	 Chile
A/Santiago/35385/2015	EPI_ISL_194975	South America 	 Chile
A/Santiago/37245/2015	EPI_ISL_194971	South America 	 Chile
A/Santiago/39170/2015	EPI_ISL_193318	South America 	 Chile
A/Santiago/40992/2015	EPI_ISL_194972	South America 	 Chile
A/Santiago/42575/2015	EPI_ISL_194973	South America 	 Chile
A/Santiago/44139/2015	EPI_ISL_194974	South America 	 Chile
A/Santiago/68839/2014	EPI_ISL_172778	South America 	 Chile
A/Santiago/70123/2014	EPI_ISL_171369	South America 	 Chile
A/Santiago/70910/2015	EPI_ISL_207407	South America 	 Chile
A/Suriname/1665/2016	EPI_ISL_253049	South America 	 Suriname
A/Suriname/1683/2016	EPI_ISL_253050	South America 	 Suriname
A/Suriname/1693/2016	EPI_ISL_253051	South America 	 Suriname
A/Suriname/1716/2016	EPI_ISL_253052	South America 	 Suriname
A/Talca/14380/2016	EPI_ISL_225093	South America 	 Chile
A/Talca/79797/2015	EPI_ISL_207456	South America 	 Chile
A/Temuco/50233/2016	EPI_ISL_232534	South America 	 Chile
A/Temuco/75349/2015	EPI_ISL_206115	South America 	 Chile
A/Uruguay/122/2015	EPI_ISL_199517	South America 	 Uruguay
A/Uruguay/39/2015	EPI_ISL_199519	South America 	 Uruguay
A/Uruguay/43/2015	EPI_ISL_199520	South America 	 Uruguay
A/Uruguay/44/2015	EPI_ISL_199506	South America 	 Uruguay
A/Uruguay/54/2015	EPI_ISL_199521	South America 	 Uruguay
A/Uruguay/55/2015	EPI_ISL_199522	South America 	 Uruguay
A/Uruguay/86/2015	EPI_ISL_199504	South America 	 Uruguay
A/Valparaiso/42142/2015	EPI_ISL_194979	South America 	 Chile
A/Valparaiso/50516/2016	EPI_ISL_232535	South America 	 Chile
A/Valparaiso/51089/2016	EPI_ISL_232537	South America 	 Chile
A/Venezuela/07/2014	EPI_ISL_172735	South America 	 Venezuela
A/Venezuela/13/2016	EPI_ISL_237365	South America 	 Venezuela
A/Viamao/LACENRS-733/2014	EPI_ISL_263237	South America 	 Brazil
A/Viamao/LACENRS-974/2015	EPI_ISL_263252	South America 	 Brazil
